id,Name,Url,Loaded,ExpensiveLevel,Category,Claimed,HasWebsite,Stars,Reviews,Photos,MenuCount,MenuStartsCount,MenuReviewsCount,MenuPhotosCount,Attributes Has,AttributesCount,QuestionsCount,OpenHour1,EndHour1,OpenHour2,EndHour2,OpenHour3,EndHour3,OpenHour4,EndHour4,OpenHour5,EndHour5,OpenHour6,EndHour6,OpenHour7,EndHour7
120,,/biz/la-buvette-drinkery-adelaide?hrid=CWjfiq9N-fuLquOrs8pcFg&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,/biz/gondola-gondola-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,/biz/the-pot-food-and-wine-hyde-park?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,/biz/iberia-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,/biz/the-coffee-pot-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,/biz/peter-rabbit-adelaide,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,/biz/karma-and-crow-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,/biz/ginza-miyako-japanese-restaurant-adelaide,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,/biz/vileroy-norwood?hrid=VzNKCBlFk5P8laOVWWE5Qg&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,/biz/pauls-seafood-on-gouger-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,/biz/mandoo-adelaide?hrid=IyZLzUNJUv-J2U83epVyFw&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,/biz/honki-tonki-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,/biz/yakitori-takumi-north-adelaide?hrid=dimRT3VxmCYXJ5pz2zFQFQ&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,/biz/star-of-siam-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,/biz/ladle-of-love-adelaide?hrid=Me5UudnpyCI5PWgMKf4lLg&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,/biz/tony-tomatoes-north-adelaide?hrid=do6rZSn_FRmqxMikV-S-tg&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,/biz/lady-burra-brewhouse-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,/biz/sunmis-sushi-adelaide-2?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,/biz/la-rambla-adelaide?hrid=WfzfsZDlGGvvzVmEi1mcAw&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,/biz/number-12-cafe-adelaide?hrid=NEGPH9jth8I7HPqQUwExrg&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,/biz/mings-steam-boat-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,/biz/fuji-sushi-adelaide-3?hrid=So90dvAT8ZH1wdzt4qdcqg&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,/biz/afghan-sunrise-plympton?hrid=REl6eGk0ikOzEmv-IVZvFw&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,/biz/bistrofrance-glenside?hrid=cGj926w9J1xpyApf3RrHPQ&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,/biz/jamies-italian-adelaide-3?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,/biz/press-food-and-wine-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,/biz/sneaky-pickle-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,/biz/mothers-crepe-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,/biz/bank-street-social-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,/biz/four-seeds-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,/biz/gauchos-argentinian-restaurant-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,/biz/noodle-kingdom-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,/biz/electra-house-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,/biz/cafe-di-mare-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,/biz/vietnamazing-snack-bar-adelaide-2?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
